gene	SC1	SC2	SC3	SC4	SC5	SC6
ENSG00000228380	1	0	0	0	0	0
ENSG00000228382	1	0	1	0	0	0
ENSG00000228383	0	0	0	0	0	0
ENSG00000228384	1	0	2	1	0	1
ENSG00000228386	0	1	2	1	1	0
ENSG00000228389	10	11	11	6	10	21
ENSG00000228391	0	0	0	0	0	0
ENSG00000228392	0	0	0	0	0	0
ENSG00000228393	4	22	18	15	12	14
ENSG00000228395	6	12	7	10	3	7
ENSG00000228397	0	0	5	1	1	2
ENSG00000228398	0	0	0	0	0	0
ENSG00000228399	26	22	27	37	43	18
ENSG00000228400	0	0	0	0	0	0
ENSG00000228401	1	0	0	0	0	0
ENSG00000228403	0	0	0	0	0	0
ENSG00000228404	0	2	0	0	0	0
ENSG00000228405	0	0	0	0	0	0
ENSG00000228407	22	25	30	19	27	13
ENSG00000228408	0	0	0	0	0	0
ENSG00000228409	49	67	115	53	57	51
ENSG00000228410	0	0	0	0	0	0
ENSG00000228411	0	0	3	2	5	0
ENSG00000228412	0	0	1	0	0	0
ENSG00000228413	1	1	1	0	4	0
ENSG00000228414	0	0	1	1	0	0
ENSG00000228415	2	0	0	0	0	2
ENSG00000228417	0	0	0	0	0	0
ENSG00000228420	0	0	0	0	0	0
ENSG00000228421	0	0	0	0	0	0
ENSG00000228422	0	1	1	1	0	0
ENSG00000228423	0	0	0	3	0	0
ENSG00000228425	0	0	0	0	0	0
ENSG00000228426	0	0	0	0	0	0
ENSG00000228427	0	0	0	0	0	0
ENSG00000228429	0	0	0	0	0	0
ENSG00000228430	0	2	0	1	0	0
ENSG00000228431	1	0	0	2	0	0
ENSG00000228432	0	0	0	0	0	0
ENSG00000228433	0	0	0	0	0	0
ENSG00000228434	10	4	8	1	4	10
ENSG00000228435	0	0	0	0	0	0
ENSG00000228436	9	40	23	28	26	22
ENSG00000228437	2	3	0	2	0	1
ENSG00000228438	0	0	0	0	0	0
ENSG00000228439	37	38	39	41	44	13
ENSG00000228440	0	0	0	0	0	0
ENSG00000228444	7	3	3	5	1	0
ENSG00000228445	1	2	4	0	5	4
ENSG00000228446	7	1	4	0	3	3
ENSG00000228448	0	0	0	0	0	0
ENSG00000228450	0	0	0	0	0	0
ENSG00000228451	50	124	37	80	55	35
ENSG00000228452	30	48	28	24	19	13
ENSG00000228453	0	0	0	0	0	0
ENSG00000228454	0	0	0	0	0	0
ENSG00000228458	0	0	0	0	0	0
ENSG00000228459	7	44	9	1	10	19
ENSG00000228460	0	0	0	0	0	0
ENSG00000228461	0	0	0	0	0	0
ENSG00000228462	3	5	5	3	2	2
ENSG00000228463	2	5	2	4	4	26
ENSG00000228464	0	0	0	0	0	0
ENSG00000228465	0	0	0	0	0	0
ENSG00000228466	0	0	0	0	0	0
ENSG00000228467	0	0	0	0	0	0
ENSG00000228469	0	0	0	0	0	0
ENSG00000228470	2	10	6	1	1	1
ENSG00000228471	0	0	0	0	0	0
ENSG00000228473	0	0	0	0	0	0
ENSG00000228474	3691	4764	3936	4516	4104	2737
ENSG00000228476	0	0	0	0	1	0
ENSG00000228477	32	11	60	30	25	90
ENSG00000228478	0	0	0	0	0	0
ENSG00000228480	0	0	0	0	0	0
ENSG00000228481	0	0	2	0	0	0
ENSG00000228482	0	0	0	0	0	0
ENSG00000228483	0	0	0	0	0	0
ENSG00000228484	0	0	0	2	2	0
ENSG00000228485	0	0	0	0	0	0
ENSG00000228486	17	22	18	20	7	36
ENSG00000228487	2	0	0	0	4	2
ENSG00000228488	0	0	0	0	0	0
ENSG00000228489	0	0	0	0	0	0
ENSG00000228490	0	0	0	0	0	0
ENSG00000228491	0	0	0	0	0	0
ENSG00000228492	9	23	13	8	9	23
ENSG00000228495	0	0	0	0	0	0
ENSG00000228496	0	0	0	0	0	0
ENSG00000228498	0	0	0	0	0	0
ENSG00000228499	201	226	222	218	273	148
ENSG00000228501	3	2	1	2	0	0
ENSG00000228502	379	253	401	478	469	160
ENSG00000228503	0	0	0	0	0	0
ENSG00000228504	0	0	0	0	0	0
ENSG00000228505	0	0	0	0	0	0
ENSG00000228506	41	50	37	27	28	21
ENSG00000228507	8	21	19	13	15	6
ENSG00000228509	5	3	0	1	2	5
ENSG00000228510	2	6	0	10	3	11
ENSG00000228512	0	0	0	0	0	0
ENSG00000228513	2	2	0	0	0	7
ENSG00000228515	0	0	0	0	0	0
ENSG00000228517	0	0	0	0	0	0
ENSG00000228518	0	0	0	0	0	0
ENSG00000228519	291	198	352	199	195	107
ENSG00000228520	0	0	0	0	0	0
ENSG00000228521	0	1	0	0	0	6
ENSG00000228522	0	0	0	0	0	0
ENSG00000228523	2	0	2	0	0	0
ENSG00000228524	0	0	0	0	0	0
ENSG00000228525	0	0	0	0	0	0
ENSG00000228526	9	5	12	4	9	6
ENSG00000228527	0	1	0	1	0	2
ENSG00000228528	26	12	21	11	18	29
ENSG00000228530	0	0	0	0	0	0
ENSG00000228532	279	205	343	190	277	148
ENSG00000228536	0	0	1	0	0	2
ENSG00000228538	0	0	0	0	0	0
ENSG00000228539	0	0	1	0	0	0
ENSG00000228540	2	3	1	4	3	0
ENSG00000228541	1	0	4	3	3	1
ENSG00000228543	0	0	0	0	0	0
ENSG00000228544	17	73	17	18	13	9
ENSG00000228546	1	3	0	0	7	0
ENSG00000228547	0	0	0	0	0	0
ENSG00000228548	0	0	0	0	0	0
ENSG00000228549	23	16	8	1	2	7
ENSG00000228550	0	0	0	0	0	0
ENSG00000228551	0	0	0	0	0	1
ENSG00000228553	0	0	0	0	0	0
ENSG00000228554	18	10	5	3	5	24
ENSG00000228557	0	0	0	0	0	0
ENSG00000228559	0	0	0	0	0	0
ENSG00000228560	0	0	0	0	0	0
ENSG00000228561	1	0	2	3	0	0
ENSG00000228563	0	0	0	0	0	2
ENSG00000228564	0	0	0	0	0	0
ENSG00000228566	1	0	0	0	0	0
ENSG00000228567	0	0	0	0	0	0
ENSG00000228568	0	0	0	0	0	0
ENSG00000228569	0	0	0	0	0	0
ENSG00000228570	5	3	3	1	1	4
ENSG00000228571	0	0	0	0	0	0
ENSG00000228572	0	0	0	0	0	0
ENSG00000228573	0	0	0	0	0	2
ENSG00000228575	0	0	0	0	0	0
ENSG00000228577	0	0	0	0	0	0
ENSG00000228578	0	0	0	0	0	0
ENSG00000228579	0	0	0	0	0	0
ENSG00000228581	0	0	0	0	0	0
ENSG00000228582	0	0	0	0	0	0
ENSG00000228583	0	0	0	0	0	0
ENSG00000228585	0	0	0	0	0	0
ENSG00000228586	0	0	1	0	0	1
ENSG00000228587	0	0	0	0	0	0
ENSG00000228589	731	719	795	626	660	408
ENSG00000228590	0	0	0	1	2	0
ENSG00000228592	0	0	0	0	0	0
ENSG00000228593	0	0	0	0	0	0
ENSG00000228594	411	478	666	557	343	247
ENSG00000228595	0	0	0	0	0	0
ENSG00000228596	0	0	0	0	0	0
ENSG00000228597	0	0	0	0	0	0
ENSG00000228598	1	0	5	1	0	1
ENSG00000228599	0	0	0	0	0	0
ENSG00000228600	0	1	1	0	2	1
ENSG00000228601	0	0	0	0	0	0
ENSG00000228604	0	0	2	0	0	0
ENSG00000228605	0	0	0	0	0	0
ENSG00000228606	9	8	8	0	0	8
ENSG00000228607	0	0	0	0	0	0
ENSG00000228610	0	0	0	0	0	0
ENSG00000228611	0	0	0	0	0	0
ENSG00000228612	129	121	132	103	180	164
ENSG00000228613	1	2	0	0	0	0
ENSG00000228614	5	6	3	8	4	2
ENSG00000228615	0	0	0	0	0	0
ENSG00000228616	0	0	0	3	0	0
ENSG00000228618	0	0	0	0	0	0
ENSG00000228620	0	0	0	0	0	0
ENSG00000228622	0	0	0	0	0	0
ENSG00000228623	47	181	32	82	25	96
ENSG00000228624	6	17	3	4	6	7
ENSG00000228625	0	0	0	0	0	0
ENSG00000228626	6	6	1	1	6	3
ENSG00000228627	0	0	0	0	0	0
ENSG00000228628	0	0	0	0	0	0
ENSG00000228629	0	0	0	0	0	0
ENSG00000228630	80	146	276	454	133	81
ENSG00000228634	0	6	3	8	2	9
ENSG00000228635	0	0	0	0	0	0
ENSG00000228636	0	0	0	0	0	0
ENSG00000228638	32	60	54	78	67	18
ENSG00000228639	1	0	0	1	1	0
ENSG00000228643	0	0	0	0	0	0
ENSG00000228645	0	0	0	0	0	0
ENSG00000228646	0	0	0	0	0	0
ENSG00000228648	0	0	0	0	0	0
ENSG00000228649	193	251	250	280	188	132
ENSG00000228650	0	0	0	0	0	0
ENSG00000228651	0	0	0	0	0	0
ENSG00000228652	0	0	0	0	0	0
ENSG00000228653	9	23	7	19	8	14
ENSG00000228655	0	0	0	0	0	0
ENSG00000228656	0	0	1	1	1	3
ENSG00000228657	3	1	0	0	0	4
ENSG00000228658	0	0	0	0	0	0
ENSG00000228659	0	0	0	0	0	0
ENSG00000228660	0	2	0	0	0	0
ENSG00000228661	18	32	21	14	14	9
ENSG00000228662	0	0	0	0	0	0
ENSG00000228663	11	8	5	0	2	14
ENSG00000228664	0	0	0	0	0	0
ENSG00000228665	1	3	0	2	1	0
ENSG00000228666	2	0	0	0	0	0
ENSG00000228667	1	0	0	0	0	0
ENSG00000228668	0	0	0	0	0	0
ENSG00000228669	0	0	0	0	0	0
ENSG00000228670	0	0	0	0	0	0
ENSG00000228672	172	125	297	123	104	73
ENSG00000228674	3	4	16	2	2	12
ENSG00000228675	0	0	0	0	0	0
ENSG00000228677	1	0	0	2	2	1
ENSG00000228679	0	3	2	1	2	1
ENSG00000228680	0	0	0	0	0	0
ENSG00000228681	0	0	0	0	0	0
ENSG00000228683	0	0	0	0	0	0
ENSG00000228684	0	0	0	0	0	0
ENSG00000228685	0	0	0	0	0	0
ENSG00000228686	0	2	2	0	6	5
ENSG00000228687	0	0	0	0	0	0
ENSG00000228688	0	0	0	0	0	0
ENSG00000228689	0	0	0	0	0	0
ENSG00000228691	0	0	0	0	0	0
ENSG00000228692	0	0	0	0	0	0
ENSG00000228694	0	0	0	0	0	0
ENSG00000228695	2	0	2	0	0	5
ENSG00000228696	5	7	2	6	10	4
ENSG00000228697	0	0	0	0	0	0
ENSG00000228698	0	0	0	0	0	0
ENSG00000228700	0	1	0	0	0	0
ENSG00000228701	2	7	7	5	10	0
ENSG00000228702	1	2	0	0	0	0
ENSG00000228703	0	0	0	0	0	0
ENSG00000228704	0	0	0	0	0	0
ENSG00000228705	3	0	0	0	0	0
ENSG00000228706	0	0	0	0	0	0
ENSG00000228707	0	2	0	0	0	0
ENSG00000228708	0	0	0	0	0	0
ENSG00000228709	0	2	0	0	0	3
ENSG00000228711	0	0	0	0	0	0
ENSG00000228712	0	0	0	0	0	0
ENSG00000228713	0	0	0	0	0	0
ENSG00000228714	0	0	0	0	0	0
ENSG00000228716	596	134	525	45	170	30
ENSG00000228717	3	3	1	5	1	4
ENSG00000228718	0	3	0	0	0	0
ENSG00000228719	1	5	0	0	2	2
ENSG00000228721	1	1	0	0	0	0
ENSG00000228723	0	0	0	0	1	5
ENSG00000228725	0	0	0	0	0	0
ENSG00000228727	2	12	12	2	0	1
ENSG00000228728	0	7	2	1	2	5
ENSG00000228729	0	0	1	2	2	0
ENSG00000228730	0	0	0	0	0	0
ENSG00000228734	0	0	0	0	0	0
ENSG00000228735	0	0	0	0	0	0
ENSG00000228736	0	0	0	0	0	0
ENSG00000228737	1	1	4	2	4	3
ENSG00000228738	0	0	0	0	0	0
ENSG00000228739	1	0	0	1	0	0
ENSG00000228740	0	0	0	0	0	0
ENSG00000228741	0	1	0	0	0	0
ENSG00000228742	3	2	1	0	3	3
ENSG00000228744	0	0	0	0	0	0
ENSG00000228748	22	6	12	9	10	15
ENSG00000228750	0	0	0	0	0	0
ENSG00000228751	0	0	0	0	0	0
ENSG00000228753	3	1	6	2	3	2
ENSG00000228754	0	0	0	0	0	0
ENSG00000228755	0	0	0	0	0	0
ENSG00000228757	0	0	0	0	0	0
ENSG00000228759	2	1	1	1	1	1
ENSG00000228760	0	0	0	0	0	0
ENSG00000228762	0	0	0	0	0	0
ENSG00000228763	2	0	4	0	1	4
ENSG00000228764	0	0	0	0	0	0
ENSG00000228765	0	0	0	0	0	0
ENSG00000228766	255	211	250	225	149	110
ENSG00000228767	2	0	0	0	0	0
ENSG00000228768	2	0	0	0	2	0
ENSG00000228769	0	0	0	0	0	0
ENSG00000228770	0	0	0	0	0	0
ENSG00000228771	0	0	0	0	0	0
ENSG00000228772	0	0	0	0	0	0
ENSG00000228775	16	5	10	17	12	20
ENSG00000228776	0	0	0	0	0	0
ENSG00000228777	0	0	0	0	0	0
ENSG00000228778	0	0	0	0	0	0
ENSG00000228779	2	3	7	0	1	2
ENSG00000228780	0	0	0	0	0	0
ENSG00000228781	0	0	0	0	0	0
ENSG00000228782	56	49	52	64	29	31
ENSG00000228783	0	0	0	0	0	0
ENSG00000228784	0	1	4	0	1	0
ENSG00000228785	0	0	0	0	0	0
ENSG00000228786	0	0	0	0	0	0
ENSG00000228787	0	0	1	0	0	0
ENSG00000228789	0	6	0	0	0	1
ENSG00000228790	0	0	0	0	0	0
ENSG00000228791	0	0	6	4	2	1
ENSG00000228792	0	0	0	0	0	0
ENSG00000228793	0	1	0	0	0	0
ENSG00000228794	337	509	352	453	236	217
ENSG00000228797	147	168	167	165	134	104
ENSG00000228798	0	0	0	0	0	0
ENSG00000228799	0	0	0	0	0	0
ENSG00000228800	0	0	0	0	0	0
ENSG00000228801	47	78	56	69	64	68
ENSG00000228802	0	1	0	0	1	0
ENSG00000228803	0	0	0	0	0	0
ENSG00000228804	0	0	0	1	0	3
ENSG00000228806	0	0	0	0	0	0
ENSG00000228807	0	0	0	0	0	0
ENSG00000228808	5	1	4	0	0	11
ENSG00000228809	1	2	0	0	0	0
ENSG00000228810	0	0	0	0	0	0
ENSG00000228812	1	4	3	0	3	5
ENSG00000228813	0	0	0	0	0	0
ENSG00000228814	0	0	0	0	0	0
ENSG00000228815	0	0	0	0	0	1
ENSG00000228816	13	11	5	0	6	5
ENSG00000228817	1	2	3	1	0	1
ENSG00000228818	604	662	704	774	495	411
ENSG00000228819	20	25	28	11	20	10
ENSG00000228820	0	0	0	0	0	0
ENSG00000228823	0	0	0	0	0	0
ENSG00000228824	0	0	0	0	0	0
ENSG00000228825	13	29	19	25	16	19
ENSG00000228826	0	0	0	0	0	0
ENSG00000228827	0	0	0	0	0	0
ENSG00000228828	4	3	5	11	4	1
ENSG00000228829	0	0	0	0	0	0
ENSG00000228830	0	0	0	0	0	0
ENSG00000228833	0	0	0	0	0	0
ENSG00000228834	165	221	198	236	195	124
ENSG00000228835	0	0	0	0	0	0
ENSG00000228836	0	0	0	0	0	0
ENSG00000228837	0	0	0	0	0	0
ENSG00000228838	3	0	0	0	0	0
ENSG00000228839	0	7	1	4	1	4
ENSG00000228840	0	0	0	0	0	0
ENSG00000228842	0	0	0	0	0	0
ENSG00000228843	0	0	0	0	0	0
ENSG00000228844	4	9	13	10	19	6
ENSG00000228845	0	0	0	0	0	0
ENSG00000228846	0	0	0	0	0	0
ENSG00000228847	67	68	108	80	96	41
ENSG00000228848	0	0	0	0	0	0
ENSG00000228849	0	0	0	0	0	0
ENSG00000228850	0	0	0	0	0	0
ENSG00000228851	0	0	0	0	0	0
ENSG00000228852	4	2	7	0	7	5
ENSG00000228853	0	0	0	0	0	0
ENSG00000228854	0	0	0	0	0	0
ENSG00000228855	0	0	0	0	0	0
ENSG00000228856	0	0	0	0	0	0
ENSG00000228857	3	1	3	2	2	7
ENSG00000228859	0	0	0	0	0	0
ENSG00000228860	0	0	0	0	0	0
ENSG00000228861	0	0	0	0	0	0
ENSG00000228862	0	0	0	0	0	0
ENSG00000228863	0	0	1	0	0	0
ENSG00000228867	0	0	0	0	0	0
ENSG00000228868	0	0	0	0	0	0
ENSG00000228869	0	0	2	0	0	0
ENSG00000228872	1	1	1	1	1	0
ENSG00000228873	0	0	0	0	0	0
ENSG00000228874	0	0	0	0	0	0
ENSG00000228875	0	0	0	0	0	0
ENSG00000228876	0	0	0	0	0	0
ENSG00000228877	0	0	0	0	0	0
ENSG00000228878	29	18	19	28	13	31
ENSG00000228879	0	0	0	0	0	0
ENSG00000228881	0	0	0	0	0	0
ENSG00000228882	0	0	0	2	3	0
ENSG00000228883	0	0	0	0	0	0
ENSG00000228884	0	0	0	0	0	0
ENSG00000228886	4	4	3	2	0	3
ENSG00000228887	367	210	424	388	362	155
ENSG00000228888	0	0	0	0	0	0
ENSG00000228889	38	46	74	61	44	20
ENSG00000228890	0	0	0	0	0	0
ENSG00000228891	0	0	0	0	0	0
ENSG00000228892	0	0	0	0	0	0
ENSG00000228894	0	0	0	0	0	0
ENSG00000228896	0	0	0	0	0	0
ENSG00000228897	0	0	1	0	0	0
ENSG00000228898	0	0	0	0	0	0
ENSG00000228900	0	0	0	0	0	0
ENSG00000228901	0	0	0	0	0	0
ENSG00000228902	0	0	0	0	0	0
ENSG00000228903	18	29	25	48	9	12
ENSG00000228904	0	0	0	0	0	0
ENSG00000228906	14	21	8	4	6	9
ENSG00000228907	0	0	0	0	0	0
ENSG00000228909	0	0	0	0	0	0
ENSG00000228912	0	0	0	0	0	0
ENSG00000228913	0	0	0	0	0	0
ENSG00000228914	0	0	0	0	0	0
ENSG00000228915	2	5	0	3	0	5
ENSG00000228917	7	10	3	2	5	11
ENSG00000228918	1	0	0	0	0	0
ENSG00000228919	2	0	4	0	0	0
ENSG00000228921	0	0	0	0	0	0
ENSG00000228922	0	0	0	0	0	0
ENSG00000228923	0	0	3	0	0	0
ENSG00000228925	8	5	15	0	8	4
ENSG00000228926	0	0	0	0	0	0
ENSG00000228927	0	0	0	0	0	0
ENSG00000228928	18	13	10	7	8	3
ENSG00000228929	704	650	797	960	978	441
ENSG00000228930	0	0	0	0	0	0
ENSG00000228933	0	0	0	0	0	0
ENSG00000228935	0	0	0	0	0	0
ENSG00000228937	0	0	0	0	0	0
ENSG00000228938	14	9	14	24	7	0
ENSG00000228939	0	0	0	0	0	0
ENSG00000228940	0	0	0	0	0	0
ENSG00000228941	3	0	0	4	4	0
ENSG00000228943	0	0	0	0	0	0
ENSG00000228944	0	0	0	0	0	0
ENSG00000228945	0	0	0	0	0	0
ENSG00000228948	3	1	5	0	1	3
ENSG00000228949	0	0	0	0	0	0
ENSG00000228950	0	0	0	2	0	0
ENSG00000228951	21	28	118	240	10	11
ENSG00000228952	1	10	1	0	1	1
ENSG00000228953	0	0	0	0	0	0
ENSG00000228954	0	0	0	0	0	0
ENSG00000228955	0	0	0	0	0	0
ENSG00000228956	0	0	0	0	0	0
ENSG00000228957	0	0	0	0	0	0
ENSG00000228958	0	0	0	0	0	0
ENSG00000228959	0	0	0	0	0	0
ENSG00000228960	3	0	3	3	0	0
ENSG00000228961	0	0	0	0	0	0
ENSG00000228962	0	6	0	0	3	1
ENSG00000228963	0	0	0	0	0	0
ENSG00000228964	0	0	0	0	0	0
ENSG00000228965	0	0	0	0	0	0
ENSG00000228966	0	0	0	1	1	0
ENSG00000228968	0	0	0	0	0	0
ENSG00000228970	0	0	0	1	0	0
ENSG00000228971	0	1	0	0	0	7
ENSG00000228972	2	0	6	0	0	0
ENSG00000228973	0	4	0	1	0	0
ENSG00000228974	42	40	45	41	43	26
ENSG00000228976	0	0	1	0	0	0
ENSG00000228977	0	0	0	0	0	0
ENSG00000228978	0	0	0	0	0	0
ENSG00000228979	0	0	0	0	0	0
ENSG00000228980	0	0	0	0	0	0
ENSG00000228981	16	15	23	33	17	12
ENSG00000228982	0	0	0	0	0	0
ENSG00000228983	0	0	0	0	0	0
ENSG00000228984	0	0	0	0	0	0
ENSG00000228985	0	0	0	0	0	0
ENSG00000228986	9	4	19	8	1	3
ENSG00000228987	0	0	0	0	0	0
ENSG00000228988	2	2	1	0	1	0
ENSG00000228989	33	34	46	52	41	48
ENSG00000228990	0	0	0	0	0	0
ENSG00000228992	2	1	0	1	2	4
ENSG00000228993	0	0	0	0	0	0
ENSG00000228995	0	3	4	0	0	1
ENSG00000228997	1	4	1	2	0	6
ENSG00000228998	0	0	0	0	0	0
ENSG00000228999	0	0	0	0	0	0
ENSG00000229000	9	14	5	3	4	8
ENSG00000229001	2	0	0	0	0	0
ENSG00000229002	0	0	0	0	0	0
ENSG00000229005	0	0	0	0	0	0
ENSG00000229006	0	0	0	0	0	0
ENSG00000229007	7	4	4	10	66	21
ENSG00000229009	5	0	6	2	1	6
ENSG00000229010	8	3	4	0	0	5
ENSG00000229011	0	0	0	0	0	0
ENSG00000229012	0	0	0	0	0	0
ENSG00000229013	0	0	0	0	0	0
ENSG00000229014	0	0	0	0	0	0
ENSG00000229015	0	0	0	0	0	0
ENSG00000229016	0	0	0	0	0	0
ENSG00000229017	7	3	4	6	6	4
ENSG00000229018	1	0	0	0	1	1
ENSG00000229019	0	0	0	0	0	0
ENSG00000229020	16	3	12	1	5	15
ENSG00000229021	12	37	4	23	19	51
ENSG00000229022	1	2	2	0	1	1
ENSG00000229023	46	82	56	43	43	51
ENSG00000229025	0	0	0	0	0	0
ENSG00000229027	0	0	0	0	0	0
ENSG00000229028	11	10	28	8	62	6
ENSG00000229029	5	0	1	0	0	1
ENSG00000229030	0	0	0	0	0	0
ENSG00000229031	1	0	0	0	0	0
ENSG00000229032	0	0	0	0	0	0
ENSG00000229034	0	0	0	0	0	0
ENSG00000229035	2	0	0	1	1	0
ENSG00000229036	31	22	29	27	10	17
ENSG00000229037	9	1	6	3	3	3
ENSG00000229038	0	0	0	0	0	0
ENSG00000229040	0	0	0	0	0	0
ENSG00000229042	0	0	0	0	0	0
ENSG00000229043	111	147	95	132	153	112
ENSG00000229044	0	0	0	0	0	4
ENSG00000229045	0	0	0	0	0	0
ENSG00000229046	0	0	1	0	0	2
ENSG00000229047	0	0	0	0	0	0
ENSG00000229048	0	1	3	0	1	2
ENSG00000229051	0	0	0	0	0	0
ENSG00000229052	1	0	2	1	3	3
ENSG00000229054	1	0	0	0	0	0
ENSG00000229056	14	11	25	2	0	1
ENSG00000229057	0	0	0	0	0	0
ENSG00000229058	0	0	0	0	0	0
ENSG00000229060	0	0	0	0	0	0
ENSG00000229061	0	0	0	0	0	0
ENSG00000229063	0	0	0	0	0	0
ENSG00000229064	0	0	0	0	0	0
ENSG00000229065	1	0	2	1	0	1
ENSG00000229066	0	0	0	0	0	0
ENSG00000229067	0	0	0	0	0	0
ENSG00000229068	0	2	0	0	0	0
ENSG00000229069	0	0	0	0	0	0
ENSG00000229071	0	0	0	0	0	0
ENSG00000229072	0	0	3	0	0	0
ENSG00000229074	0	0	0	0	0	0
ENSG00000229075	0	0	0	0	0	0
ENSG00000229077	0	0	0	0	0	0
ENSG00000229079	0	0	0	0	0	0
ENSG00000229080	0	0	0	0	0	0
ENSG00000229081	0	0	0	0	0	0
ENSG00000229082	0	0	0	0	0	0
ENSG00000229083	61	86	63	61	47	29
ENSG00000229086	0	0	0	0	0	0
ENSG00000229087	0	0	0	0	0	0
ENSG00000229088	0	0	0	0	0	0
ENSG00000229089	0	0	0	0	0	0
ENSG00000229090	0	0	0	0	0	0
ENSG00000229091	36	103	63	90	45	28
ENSG00000229092	0	0	0	0	0	0
ENSG00000229093	0	0	0	0	0	0
ENSG00000229094	0	0	0	0	0	0
ENSG00000229097	952	1188	992	930	812	659
ENSG00000229099	0	0	0	0	0	0
ENSG00000229100	0	0	0	0	0	0
ENSG00000229101	0	0	0	0	0	0
ENSG00000229102	0	0	0	0	0	0
ENSG00000229103	0	0	0	0	0	0
ENSG00000229104	0	0	0	0	0	0
ENSG00000229105	0	0	0	0	0	0
ENSG00000229106	15	10	11	6	0	1
ENSG00000229107	0	0	1	1	2	0
ENSG00000229108	0	2	0	0	0	0
ENSG00000229109	3	0	1	0	0	4
ENSG00000229110	0	0	0	0	0	0
ENSG00000229111	1	0	1	0	1	0
ENSG00000229112	0	0	0	2	0	0
ENSG00000229115	0	0	0	0	0	1
ENSG00000229116	0	0	0	0	0	0
ENSG00000229117	942	737	1049	1015	1099	383
ENSG00000229118	0	0	1	0	0	0
ENSG00000229119	542	496	596	739	716	300
ENSG00000229120	0	0	0	0	0	0
ENSG00000229122	4	7	6	5	3	8
ENSG00000229124	20	38	8	18	14	21
ENSG00000229125	0	0	0	0	0	0
ENSG00000229126	0	0	0	0	0	0
ENSG00000229127	6	10	8	0	3	0
ENSG00000229129	0	0	0	0	0	0
ENSG00000229131	0	0	0	0	0	0
ENSG00000229132	2454	2766	2575	2489	2215	1402
ENSG00000229133	0	3	2	0	1	1
ENSG00000229136	0	0	0	0	0	0
ENSG00000229137	0	0	0	0	0	2
ENSG00000229138	0	0	0	0	0	0
ENSG00000229140	0	0	0	0	1	0
ENSG00000229142	1	1	5	7	4	3
ENSG00000229143	0	0	0	0	0	0
ENSG00000229145	8	8	2	2	7	1
ENSG00000229146	0	0	0	0	0	0
ENSG00000229147	0	0	0	0	0	0
ENSG00000229149	0	0	0	0	0	0
ENSG00000229150	0	0	0	0	0	1
ENSG00000229151	0	0	0	0	0	1
ENSG00000229152	41	64	29	23	16	38
ENSG00000229153	63	42	29	45	12	32
ENSG00000229154	0	2	0	0	0	0
ENSG00000229155	0	3	0	1	1	1
ENSG00000229156	0	0	0	0	0	0
ENSG00000229159	0	0	0	0	0	0
ENSG00000229160	6	6	1	2	4	3
ENSG00000229161	146	124	118	135	129	83
ENSG00000229162	1	2	0	0	0	0
ENSG00000229163	2	0	4	1	2	1
ENSG00000229165	0	2	0	2	4	0
ENSG00000229167	9	70	27	37	18	12
ENSG00000229168	0	0	0	0	1	0
ENSG00000229169	0	0	0	0	0	0
ENSG00000229170	0	0	0	0	0	0
ENSG00000229172	3	0	2	1	0	0
ENSG00000229173	1	0	0	2	0	0
ENSG00000229175	0	0	0	0	0	0
ENSG00000229176	0	0	0	0	0	0
ENSG00000229177	0	0	0	0	0	0
ENSG00000229178	0	0	1	2	5	7
ENSG00000229179	0	0	0	0	0	0
ENSG00000229180	182	238	240	255	219	177
ENSG00000229181	0	0	0	0	0	0
ENSG00000229182	1	0	0	1	0	0
ENSG00000229183	0	0	0	0	0	0
ENSG00000229184	5	3	5	13	4	2
ENSG00000229185	0	0	0	0	0	0
ENSG00000229186	48	121	41	41	49	19
ENSG00000229187	0	0	0	0	0	0
ENSG00000229188	0	0	0	0	0	0
ENSG00000229189	0	0	0	0	0	0
ENSG00000229190	0	0	2	1	0	4
ENSG00000229191	0	0	0	0	0	0
ENSG00000229192	0	0	0	0	0	0
ENSG00000229194	0	0	0	0	0	0
ENSG00000229195	0	0	0	0	0	0
ENSG00000229196	3	1	0	0	1	0
ENSG00000229197	1	0	1	0	0	0
ENSG00000229199	0	0	0	0	0	0
ENSG00000229201	0	0	0	0	0	0
ENSG00000229202	0	0	0	0	0	0
ENSG00000229203	0	0	0	0	0	0
ENSG00000229204	201	168	221	150	191	101
ENSG00000229205	1	2	0	0	0	0
ENSG00000229206	0	0	0	0	2	0
ENSG00000229207	7	1	6	8	6	1
ENSG00000229208	0	0	0	0	0	0
ENSG00000229209	0	0	0	0	0	0
ENSG00000229210	0	0	0	0	0	0
ENSG00000229211	22	23	16	15	8	18
ENSG00000229212	3	8	2	8	7	0
ENSG00000229213	0	0	0	0	0	0
ENSG00000229214	2	1	7	6	3	0
ENSG00000229215	0	0	0	0	0	0
ENSG00000229216	0	0	0	0	0	0
ENSG00000229217	0	0	0	0	0	0
ENSG00000229220	0	0	0	0	0	0
ENSG00000229221	0	1	0	0	0	0
ENSG00000229222	6	4	5	1	0	3
ENSG00000229223	0	0	0	0	0	0
ENSG00000229224	4	3	0	1	1	1
ENSG00000229225	0	0	0	0	0	0
ENSG00000229226	0	0	0	0	0	0
ENSG00000229227	0	7	0	0	0	4
ENSG00000229228	2	0	0	0	0	0
ENSG00000229229	0	0	0	0	0	0
